sample,run_accession,instrument_platform,fastq_1,fastq_2,fasta
SRR5947000,SRR5947000,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947000_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947000_2.fastq.gz,
SRR5947001,SRR5947001,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947001_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947001_2.fastq.gz,
SRR5947002,SRR5947002,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947002_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947002_2.fastq.gz,
SRR5947003,SRR5947003,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947003_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947003_2.fastq.gz,
SRR5947004,SRR5947004,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947004_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947004_2.fastq.gz,
SRR5947005,SRR5947005,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947005_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947005_2.fastq.gz,
SRR5947006,SRR5947006,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947006_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947006_2.fastq.gz,
SRR5947007,SRR5947007,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947007_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947007_2.fastq.gz,
SRR5947008,SRR5947008,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947008_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947008_2.fastq.gz,
SRR5947009,SRR5947009,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947009_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947009_2.fastq.gz,
SRR5947010,SRR5947010,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947010_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947010_2.fastq.gz,
SRR5947011,SRR5947011,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947011_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947011_2.fastq.gz,
SRR5947012,SRR5947012,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947012_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947012_2.fastq.gz,
SRR5947013,SRR5947013,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947013_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947013_2.fastq.gz,
SRR5947014,SRR5947014,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947014_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947014_2.fastq.gz,
SRR5947015,SRR5947015,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947015_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947015_2.fastq.gz,
SRR5947016,SRR5947016,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947016_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947016_2.fastq.gz,
SRR5947017,SRR5947017,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947017_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947017_2.fastq.gz,
SRR5947018,SRR5947018,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947018_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947018_2.fastq.gz,
SRR5947019,SRR5947019,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947019_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947019_2.fastq.gz,
SRR5947020,SRR5947020,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947020_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947020_2.fastq.gz,
SRR5947021,SRR5947021,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947021_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947021_2.fastq.gz,
SRR5947022,SRR5947022,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947022_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947022_2.fastq.gz,
SRR5947023,SRR5947023,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947023_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947023_2.fastq.gz,
SRR5947024,SRR5947024,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947024_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947024_2.fastq.gz,
SRR5947025,SRR5947025,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947025_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947025_2.fastq.gz,
SRR5947026,SRR5947026,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947026_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947026_2.fastq.gz,
SRR5947027,SRR5947027,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947027_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947027_2.fastq.gz,
SRR5947028,SRR5947028,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947028_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947028_2.fastq.gz,
SRR5947029,SRR5947029,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947029_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947029_2.fastq.gz,
SRR5947030,SRR5947030,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947030_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947030_2.fastq.gz,
SRR5947031,SRR5947031,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947031_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947031_2.fastq.gz,
SRR5947032,SRR5947032,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947032_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947032_2.fastq.gz,
SRR5947033,SRR5947033,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947033_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947033_2.fastq.gz,
SRR5947034,SRR5947034,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947034_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947034_2.fastq.gz,
SRR5947035,SRR5947035,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947035_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947035_2.fastq.gz,
SRR5947036,SRR5947036,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947036_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947036_2.fastq.gz,
SRR5947037,SRR5947037,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947037_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947037_2.fastq.gz,
SRR5947038,SRR5947038,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947038_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947038_2.fastq.gz,
SRR5947039,SRR5947039,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947039_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947039_2.fastq.gz,
SRR5947040,SRR5947040,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947040_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947040_2.fastq.gz,
SRR5947041,SRR5947041,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947041_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947041_2.fastq.gz,
SRR5947042,SRR5947042,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947042_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947042_2.fastq.gz,
SRR5947043,SRR5947043,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947043_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947043_2.fastq.gz,
SRR5947044,SRR5947044,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947044_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947044_2.fastq.gz,
SRR5947045,SRR5947045,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947045_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947045_2.fastq.gz,
SRR5947046,SRR5947046,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947046_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947046_2.fastq.gz,
SRR5947047,SRR5947047,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947047_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947047_2.fastq.gz,
SRR5947048,SRR5947048,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947048_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947048_2.fastq.gz,
SRR5947049,SRR5947049,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947049_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947049_2.fastq.gz,
SRR5947050,SRR5947050,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947050_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947050_2.fastq.gz,
SRR5947051,SRR5947051,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947051_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947051_2.fastq.gz,
SRR5947052,SRR5947052,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947052_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947052_2.fastq.gz,
SRR5947053,SRR5947053,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947053_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947053_2.fastq.gz,
SRR5947054,SRR5947054,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947054_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947054_2.fastq.gz,
SRR5947055,SRR5947055,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947055_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947055_2.fastq.gz,
SRR5947056,SRR5947056,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947056_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947056_2.fastq.gz,
SRR5947057,SRR5947057,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947057_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947057_2.fastq.gz,
SRR5947058,SRR5947058,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947058_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947058_2.fastq.gz,
SRR5947059,SRR5947059,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947059_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947059_2.fastq.gz,
SRR5947060,SRR5947060,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947060_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947060_2.fastq.gz,
SRR5947061,SRR5947061,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947061_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947061_2.fastq.gz,
SRR5947062,SRR5947062,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947062_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947062_2.fastq.gz,
SRR5947063,SRR5947063,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947063_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947063_2.fastq.gz,
SRR5947064,SRR5947064,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947064_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947064_2.fastq.gz,
SRR5947065,SRR5947065,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947065_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947065_2.fastq.gz,
SRR5947066,SRR5947066,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947066_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947066_2.fastq.gz,
SRR5947067,SRR5947067,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947067_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947067_2.fastq.gz,
SRR5947068,SRR5947068,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947068_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947068_2.fastq.gz,
SRR5947069,SRR5947069,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947069_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947069_2.fastq.gz,
SRR5947070,SRR5947070,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947070_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947070_2.fastq.gz,
SRR5947071,SRR5947071,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947071_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947071_2.fastq.gz,
SRR5947072,SRR5947072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947072_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947072_2.fastq.gz,
SRR5947073,SRR5947073,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947073_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947073_2.fastq.gz,
SRR5947074,SRR5947074,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947074_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947074_2.fastq.gz,
SRR5947075,SRR5947075,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947075_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947075_2.fastq.gz,
SRR5947076,SRR5947076,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947076_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947076_2.fastq.gz,
SRR5947077,SRR5947077,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947077_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947077_2.fastq.gz,
SRR5947078,SRR5947078,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947078_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947078_2.fastq.gz,
SRR5947079,SRR5947079,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947079_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947079_2.fastq.gz,
SRR5947080,SRR5947080,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947080_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947080_2.fastq.gz,
SRR5947081,SRR5947081,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947081_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947081_2.fastq.gz,
SRR5947082,SRR5947082,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947082_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947082_2.fastq.gz,
SRR5947083,SRR5947083,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947083_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947083_2.fastq.gz,
SRR5947084,SRR5947084,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947084_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947084_2.fastq.gz,
SRR5947085,SRR5947085,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947085_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947085_2.fastq.gz,
SRR5947086,SRR5947086,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947086_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947086_2.fastq.gz,
SRR5947087,SRR5947087,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947087_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947087_2.fastq.gz,
SRR5947088,SRR5947088,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947088_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947088_2.fastq.gz,
SRR5947089,SRR5947089,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947089_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947089_2.fastq.gz,
SRR5947090,SRR5947090,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947090_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947090_2.fastq.gz,
SRR5947091,SRR5947091,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947091_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947091_2.fastq.gz,
SRR5947092,SRR5947092,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947092_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947092_2.fastq.gz,
SRR5947093,SRR5947093,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947093_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947093_2.fastq.gz,
SRR5947094,SRR5947094,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947094_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947094_2.fastq.gz,
SRR5947095,SRR5947095,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947095_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947095_2.fastq.gz,
SRR5947096,SRR5947096,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947096_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947096_2.fastq.gz,
SRR5947097,SRR5947097,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947097_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947097_2.fastq.gz,
SRR5947098,SRR5947098,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947098_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947098_2.fastq.gz,
SRR5947099,SRR5947099,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947099_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947099_2.fastq.gz,
SRR5947100,SRR5947100,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947100_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947100_2.fastq.gz,
SRR5947101,SRR5947101,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947101_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947101_2.fastq.gz,
SRR5947102,SRR5947102,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947102_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947102_2.fastq.gz,
SRR5947103,SRR5947103,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947103_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947103_2.fastq.gz,
SRR5947104,SRR5947104,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947104_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5947104_2.fastq.gz,
SRR5950484,SRR5950484,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950484_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950484_2.fastq.gz,
SRR5950485,SRR5950485,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950485_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950485_2.fastq.gz,
SRR5950486,SRR5950486,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950486_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950486_2.fastq.gz,
SRR5950487,SRR5950487,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950487_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950487_2.fastq.gz,
SRR5950488,SRR5950488,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950488_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950488_2.fastq.gz,
SRR5950489,SRR5950489,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950489_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950489_2.fastq.gz,
SRR5950490,SRR5950490,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950490_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950490_2.fastq.gz,
SRR5950491,SRR5950491,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950491_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950491_2.fastq.gz,
SRR5950492,SRR5950492,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950492_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950492_2.fastq.gz,
SRR5950493,SRR5950493,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950493_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950493_2.fastq.gz,
SRR5950494,SRR5950494,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950494_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950494_2.fastq.gz,
SRR5950495,SRR5950495,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950495_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950495_2.fastq.gz,
SRR5950496,SRR5950496,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950496_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950496_2.fastq.gz,
SRR5950497,SRR5950497,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950497_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950497_2.fastq.gz,
SRR5950498,SRR5950498,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950498_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950498_2.fastq.gz,
SRR5950499,SRR5950499,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950499_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950499_2.fastq.gz,
SRR5950500,SRR5950500,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950500_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950500_2.fastq.gz,
SRR5950501,SRR5950501,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950501_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950501_2.fastq.gz,
SRR5950502,SRR5950502,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950502_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950502_2.fastq.gz,
SRR5950503,SRR5950503,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950503_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950503_2.fastq.gz,
SRR5950504,SRR5950504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950504_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950504_2.fastq.gz,
SRR5950505,SRR5950505,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950505_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950505_2.fastq.gz,
SRR5950506,SRR5950506,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950506_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA398089/SRR5950506_2.fastq.gz,
