sample,run,instrument,fastq_1,fastq_2
SRR6468692,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468692_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468692_2.fastq.gz
SRR6468693,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468693_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468693_2.fastq.gz
SRR6468694,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468694_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468694_2.fastq.gz
SRR6468695,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468695_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468695_2.fastq.gz
SRR6468696,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468696_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468696_2.fastq.gz
SRR6468697,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468697_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468697_2.fastq.gz
SRR6468698,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468698_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468698_2.fastq.gz
SRR6468699,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468699_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468699_2.fastq.gz
SRR6468700,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468700_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468700_2.fastq.gz
SRR6468701,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468701_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468701_2.fastq.gz
SRR6468702,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468702_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468702_2.fastq.gz
SRR6468703,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468703_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468703_2.fastq.gz
SRR6468704,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468704_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468704_2.fastq.gz
SRR6468705,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468705_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468705_2.fastq.gz
SRR6468706,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468706_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468706_2.fastq.gz
SRR6468707,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468707_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468707_2.fastq.gz
SRR6468708,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468708_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468708_2.fastq.gz
SRR6468709,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468709_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468709_2.fastq.gz
SRR6468710,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468710_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468710_2.fastq.gz
SRR6468711,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468711_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468711_2.fastq.gz
SRR6468712,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468712_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468712_2.fastq.gz
SRR6468713,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468713_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468713_2.fastq.gz
SRR6468714,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468714_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468714_2.fastq.gz
SRR6468715,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468715_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468715_2.fastq.gz
SRR6468716,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468716_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468716_2.fastq.gz
SRR6468717,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468717_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468717_2.fastq.gz
SRR6468718,PRJNA400072,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468718_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA400072/SRR6468718_2.fastq.gz
SRR23882962,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882962_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882962_2.fastq.gz
SRR23882963,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882963_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882963_2.fastq.gz
SRR23882964,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882964_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882964_2.fastq.gz
SRR23882965,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882965_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882965_2.fastq.gz
SRR23882966,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882966_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882966_2.fastq.gz
SRR23882967,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882967_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882967_2.fastq.gz
SRR23882968,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882968_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882968_2.fastq.gz
SRR23882969,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882969_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882969_2.fastq.gz
SRR23882970,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882970_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882970_2.fastq.gz
SRR23882971,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882971_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882971_2.fastq.gz
SRR23882972,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882972_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882972_2.fastq.gz
SRR23882973,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882973_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882973_2.fastq.gz
SRR23882974,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882974_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882974_2.fastq.gz
SRR23882975,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882975_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882975_2.fastq.gz
SRR23882976,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882976_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882976_2.fastq.gz
SRR23882977,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882977_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882977_2.fastq.gz
SRR23882978,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882978_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882978_2.fastq.gz
SRR23882979,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882979_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882979_2.fastq.gz
SRR23882980,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882980_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882980_2.fastq.gz
SRR23882981,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882981_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882981_2.fastq.gz
SRR23882982,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882982_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882982_2.fastq.gz
SRR23882983,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882983_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882983_2.fastq.gz
SRR23882984,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882984_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882984_2.fastq.gz
SRR23882985,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882985_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882985_2.fastq.gz
SRR23882986,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882986_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882986_2.fastq.gz
SRR23882987,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882987_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882987_2.fastq.gz
SRR23882988,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882988_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882988_2.fastq.gz
SRR23882989,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882989_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882989_2.fastq.gz
SRR23882990,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882990_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882990_2.fastq.gz
SRR23882991,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882991_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882991_2.fastq.gz
SRR23882992,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882992_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882992_2.fastq.gz
SRR23882993,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882993_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882993_2.fastq.gz
SRR23882994,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882994_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882994_2.fastq.gz
SRR23882995,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882995_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882995_2.fastq.gz
SRR23882996,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882996_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882996_2.fastq.gz
SRR23882997,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882997_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882997_2.fastq.gz
SRR23882998,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882998_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882998_2.fastq.gz
SRR23882999,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882999_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23882999_2.fastq.gz
SRR23883000,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883000_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883000_2.fastq.gz
SRR23883001,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883001_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883001_2.fastq.gz
SRR23883002,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883002_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883002_2.fastq.gz
SRR23883003,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883003_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883003_2.fastq.gz
SRR23883004,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883004_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883004_2.fastq.gz
SRR23883005,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883005_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883005_2.fastq.gz
SRR23883006,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883006_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883006_2.fastq.gz
SRR23883007,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883007_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883007_2.fastq.gz
SRR23883008,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883008_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883008_2.fastq.gz
SRR23883009,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883009_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883009_2.fastq.gz
SRR23883010,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883010_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883010_2.fastq.gz
SRR23883011,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883011_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883011_2.fastq.gz
SRR23883012,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883012_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883012_2.fastq.gz
SRR23883013,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883013_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883013_2.fastq.gz
SRR23883014,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883014_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883014_2.fastq.gz
SRR23883015,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883015_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883015_2.fastq.gz
SRR23883016,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883016_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883016_2.fastq.gz
SRR23883017,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883017_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883017_2.fastq.gz
SRR23883018,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883018_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883018_2.fastq.gz
SRR23883019,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883019_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883019_2.fastq.gz
SRR23883020,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883020_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883020_2.fastq.gz
SRR23883021,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883021_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883021_2.fastq.gz
SRR23883022,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883022_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883022_2.fastq.gz
SRR23883023,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883023_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883023_2.fastq.gz
SRR23883024,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883024_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883024_2.fastq.gz
SRR23883025,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883025_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883025_2.fastq.gz
SRR23883026,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883026_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883026_2.fastq.gz
SRR23883027,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883027_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883027_2.fastq.gz
SRR23883028,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883028_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883028_2.fastq.gz
SRR23883029,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883029_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883029_2.fastq.gz
SRR23883030,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883030_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883030_2.fastq.gz
SRR23883031,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883031_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883031_2.fastq.gz
SRR23883032,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883032_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883032_2.fastq.gz
SRR23883033,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883033_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883033_2.fastq.gz
SRR23883034,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883034_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883034_2.fastq.gz
SRR23883035,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883035_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883035_2.fastq.gz
SRR23883036,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883036_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883036_2.fastq.gz
SRR23883037,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883037_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883037_2.fastq.gz
SRR23883038,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883038_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883038_2.fastq.gz
SRR23883039,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883039_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883039_2.fastq.gz
SRR23883040,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883040_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883040_2.fastq.gz
SRR23883041,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883041_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883041_2.fastq.gz
SRR23883042,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883042_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883042_2.fastq.gz
SRR23883043,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883043_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883043_2.fastq.gz
SRR23883044,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883044_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883044_2.fastq.gz
SRR23883045,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883045_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883045_2.fastq.gz
SRR23883046,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883046_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883046_2.fastq.gz
SRR23883047,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883047_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883047_2.fastq.gz
SRR23883048,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883048_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883048_2.fastq.gz
SRR23883049,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883049_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883049_2.fastq.gz
SRR23883050,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883050_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883050_2.fastq.gz
SRR23883051,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883051_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883051_2.fastq.gz
SRR23883052,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883052_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883052_2.fastq.gz
SRR23883053,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883053_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883053_2.fastq.gz
SRR23883054,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883054_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883054_2.fastq.gz
SRR23883055,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883055_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883055_2.fastq.gz
SRR23883056,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883056_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883056_2.fastq.gz
SRR23883057,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883057_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883057_2.fastq.gz
SRR23883058,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883058_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883058_2.fastq.gz
SRR23883059,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883059_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883059_2.fastq.gz
SRR23883060,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883060_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883060_2.fastq.gz
SRR23883061,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883061_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883061_2.fastq.gz
SRR23883062,PRJNA945504,ILLUMINA,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883062_1.fastq.gz,/scratch/Shares/biotracker_csci6118/PRJNA945504/SRR23883062_2.fastq.gz
